id,name,brewery_type,address_1,address_2,city,state_province,postal_code,country,phone,website_url,longitude,latitude
,Blekinge Coffee Brewery,brewpub,,,Mörrum,Blekinge län,,Sweden,,https://www.visitblekinge.se/en/made-in-blekinge,,
